,Municipio,Estado,desmatamento_pro
647,Chapada dos Guimarães,MT,0.062768
648,Cláudia,MT,0.4863130659767141
649,Cocalinho,MT,0.01632246376811594
650,Colíder,MT,0.8375123395853898
651,Colniza,MT,0.20195213881876045
652,Comodoro,MT,0.1505968988702374
653,Confresa,MT,0.6865712808136528
654,Conquista D'Oeste,MT,0.21824898411525673
655,Cotriguaçu,MT,0.24652041566075364
656,Cuiabá,MT,0.0487700228832952
657,Curvelândia,MT,0.8176795580110497
658,Denise,MT,0.8767459708365312
659,Diamantino,MT,0.07905347264904733
660,Dom Aquino,MT,0.3623641304347826
661,Feliz Natal,MT,0.22202131376659676
662,Figueirópolis D'Oeste,MT,0.8313549832026875
663,Gaúcha do Norte,MT,0.22501479465025448
664,General Carneiro,MT,0.0
665,Glória D'Oeste,MT,0.34946996466431096
666,Guarantã do Norte,MT,0.5283259070655634
667,Guiratinga,MT,0.03140511289419668
668,Indiavaí,MT,0.9394342762063228
669,Ipiranga do Norte,MT,0.5403305305885764
670,Itanhangá,MT,0.5690809702767339
671,Itaúba,MT,0.4143972246313964
672,Itiquira,MT,0.018420449335167354
673,Jaciara,MT,0.4146650573325287
674,Jangada,MT,0.0
675,Jauru,MT,0.8422492401215806
676,Juara,MT,0.3649607341392394
677,Juína,MT,0.1776243408323533
678,Juruena,MT,0.4542462845010616
679,Juscimeira,MT,0.4182766439909297
680,Lambari D'Oeste,MT,0.6673434856175973
681,Lucas do Rio Verde,MT,0.1513653741125068
682,Luciara,MT,0.00852601156069364
683,Vila Bela da Santíssima Trindade,MT,0.34720065083943497
684,Marcelândia,MT,0.32888979259861734
685,Matupá,MT,0.4002717918850709
686,Mirassol d'Oeste,MT,0.8813370473537605
687,Nobres,MT,0.0944754316069057
688,Nortelândia,MT,0.6841093865484109
689,Nossa Senhora do Livramento,MT,0.02125
690,Nova Bandeirantes,MT,0.39537560159029084
691,Nova Nazaré,MT,0.10244928253339931
692,Nova Lacerda,MT,0.3985876897133221
693,Nova Santa Helena,MT,0.5872549019607843
694,Nova Brasilândia,MT,0.35743574051407584
695,Nova Canaã do Norte,MT,0.5172217573221758
696,Nova Mutum,MT,0.3082757175780432
697,Nova Olímpia,MT,0.6445302445302445
698,Nova Ubiratã,MT,0.361745706633055
699,Nova Xavantina,MT,0.14268138230504795
700,Novo Mundo,MT,0.4587110115457522
701,Novo Horizonte do Norte,MT,0.7789878987898791
702,Novo São Joaquim,MT,0.0002190362405416169
703,Paranaíta,MT,0.5262708333333334
704,Paranatinga,MT,0.11485050246060956
705,Novo Santo Antônio,MT,0.05835428571428572
706,Pedra Preta,MT,0.005040175310445581
707,Peixoto de Azevedo,MT,0.2660763888888889
708,Planalto da Serra,MT,0.22520391517128877
709,Poconé,MT,0.004721402534282242
710,Pontal do Araguaia,MT,0.0
711,Ponte Branca,MT,0.0
712,Pontes e Lacerda,MT,0.4533279314735502
713,Porto Alegre do Norte,MT,0.23166750376695128
714,Porto dos Gaúchos,MT,0.4579738933030647
715,Porto Esperidião,MT,0.0676667238127893
716,Porto Estrela,MT,0.1849129593810445
717,Poxoréo,MT,0.2683906385437735
718,Primavera do Leste,MT,0.00012790060295998537
719,Querência,MT,0.2981740786378403
720,São José dos Quatro Marcos,MT,0.9259345794392524
721,Reserva do Cabaçal,MT,0.23852459016393443
722,Ribeirão Cascalheira,MT,0.14795846532910947
723,Ribeirãozinho,MT,0.0
724,Rio Branco,MT,0.8434782608695652
725,Santa Carmem,MT,0.4217153284671533
726,Santo Afonso,MT,0.8431740614334471
727,São José do Povo,MT,0.0618510158013544
728,São José do Rio Claro,MT,0.41645847030462413
729,São José do Xingu,MT,0.582866711319491
730,São Pedro da Cipa,MT,0.8918367346938775
731,Rondolândia,MT,0.1709566036255199
732,Rondonópolis,MT,0.1998560460652591
733,Rosário Oeste,MT,0.00880822100627252
734,Santa Cruz do Xingu,MT,0.25832592855873465
735,Salto do Céu,MT,0.7624436936936937
736,Santa Rita do Trivelato,MT,0.1443650126156434
737,Santa Terezinha,MT,0.4187645146307478
738,Santo Antônio do Leste,MT,0.0005838198498748958
739,Santo Antônio do Leverger,MT,0.08580981895286251
740,São Félix do Araguaia,MT,0.27334876268470715
741,Sapezal,MT,0.014527720739219712
742,Serra Nova Dourada,MT,0.243326626425218
743,Sinop,MT,0.6662515883100381
744,Sorriso,MT,0.42554283880628946
745,Tabaporã,MT,0.32641234357915194
746,Tangará da Serra,MT,0.19279978822906557
747,Tapurah,MT,0.4750835003340013
748,Terra Nova do Norte,MT,0.8500980007840062
749,Tesouro,MT,0.0
750,Torixoréu,MT,0.0
751,União do Sul,MT,0.32478725725507307
752,Vale de São Domingos,MT,0.3200209095661265
753,Várzea Grande,MT,0.0
754,Vera,MT,0.67079945799458
755,Vila Rica,MT,0.6296520220341261
756,Nova Guarita,MT,0.8703771849126035
757,Nova Marilândia,MT,0.5085478887744593
758,Nova Maringá,MT,0.2946998612074948
759,Nova Monte Verde,MT,0.47998862990335417
